Sun1	0.00295361	-0.000172254	-0.000115426
Planetesimal	-1.64354	2.00788	0.00531164
Planetesimal	1.919	-2.7364	0.0135842
Planetesimal	-2.84486	6.79713	0.141693
Planetesimal	-0.133713	1.75463	0.136951
Planetesimal	-1.39637	1.59128	0.0149117
Planetesimal	8.12035	-7.7156	-0.0920366
Planetesimal	-3.27699	0.907718	-0.0124358
Planetesimal	1.37805	-1.94836	0.121181
Planetesimal	0.18717	2.66552	-0.0185251
Planetesimal	2.67671	-0.993654	0.00287812
Planetesimal	1.60718	-1.69625	-0.056431
Planetesimal	-0.206063	1.31367	-0.00268665
Planetesimal	-1.53027	1.46776	-0.0216155
Planetesimal	-4.61228	-2.25334	-0.115935
Planetesimal	-2.52579	-0.342336	-0.0124641
Planetesimal	3.81762	-5.15775	-0.00173555
Planetesimal	5.34351	-0.166161	0.088214
Planetesimal	-0.391687	-1.06318	0.0032099
Planetesimal	-1.00528	2.98177	0.0195254
Planetesimal	-0.714883	2.39887	-0.00187533
Planetesimal	2.3411	0.707537	0.00195416
Planetesimal	-1.55775	1.76436	-0.00202517
Planetesimal	-2.04266	0.213117	0.0365638
Planetesimal	1.86841	2.38609	0.00375448
Planetesimal	-2.55212	2.42828	-0.0132629
Planetesimal	-9.55918	-4.85359	-0.0715664
Planetesimal	3.12928	1.429	0.0125723
Planetesimal	1.48578	2.67033	-0.0276204
Planetesimal	-3.02606	-1.45723	-0.0749184
Planetesimal	-2.31117	2.24198	-0.00432403
Planetesimal	-1.91455	1.20196	0.0626089
Planetesimal	-2.54669	0.438382	-0.0179471
Planetesimal	1.64533	4.02503	-0.113251
Planetesimal	2.94647	0.221416	0.111536
Planetesimal	-3.90125	-10.0994	-0.0270717
Planetesimal	2.13801	-1.69656	0.00312361
Planetesimal	8.01774	0.520966	0.0461308
Planetesimal	-0.0734759	-1.02623	0.0880723
Planetesimal	0.998359	5.70529	0.0261495
Planetesimal	-0.0439696	3.4067	0.068641
Planetesimal	-6.72738	0.680697	-0.105956
Planetesimal	2.20586	2.57634	-0.239541
Planetesimal	-5.57038	5.76754	0.0377158
Planetesimal	1.10572	-9.55211	-0.0441403
Planetesimal	-0.936088	0.676735	-0.0259791
Planetesimal	-4.67013	1.61781	-0.0182762
Planetesimal	0.516928	1.14733	0.0086191
Planetesimal	-2.36726	-3.25029	-0.0277098
Planetesimal	0.847012	3.24022	-0.116473
Planetesimal	0.775871	-1.85558	-0.0423949
Planetesimal	-1.77549	1.19225	-0.148113
Planetesimal	-1.844	0.732722	0.0212367
Planetesimal	1.8874	0.194651	-0.020125
Planetesimal	1.14546	-0.81215	0.0151619
Planetesimal	-2.91546	-1.37955	0.166952
Planetesimal	-0.488534	-3.1644	-0.220213
Planetesimal	3.43211	-1.63673	-0.0651468
Planetesimal	1.22452	1.09806	-0.0312591
Planetesimal	0.567835	-3.39967	-0.194081
Planetesimal	6.1577	-5.49155	0.0829285
Planetesimal	-0.884455	4.44662	-0.102507
Planetesimal	2.71246	0.400069	-0.00129233
Planetesimal	-2.70409	-1.38532	0.0163901
Planetesimal	-0.584285	-6.97166	-0.056097
Planetesimal	0.957792	2.77612	0.0569869
Planetesimal	0.417871	1.42018	0.340348
Planetesimal	-1.16337	1.40266	0.0234176
Planetesimal	2.6226	1.92911	-0.00705561
Planetesimal	-1.81658	-0.347826	0.155564
Planetesimal	-0.0402625	3.17605	0.239303
Planetesimal	-0.158318	-1.8947	-0.0347128
Planetesimal	6.62478	10.1089	0.333628
Planetesimal	-4.16304	5.91353	-0.0104266
Planetesimal	2.03825	1.17864	0.00911643
Planetesimal	-0.835653	2.73479	0.0362845
Planetesimal	6.10252	-2.42681	-0.176143
Planetesimal	0.142003	1.99704	0.117751
Planetesimal	1.64141	-2.31554	-0.136278
Planetesimal	-0.289341	2.50184	0.0281737
Planetesimal	-1.10717	-0.743807	-0.412719
Planetesimal	-7.44626	0.118184	0.0167212
Planetesimal	-0.804879	0.580285	0.0127551
Planetesimal	-4.64912	2.32751	0.050976
Planetesimal	-0.182772	-3.44757	0.128285
Planetesimal	0.335955	3.11258	-0.00887983
Planetesimal	1.24551	1.1694	-0.0947758
Planetesimal	0.352022	-0.468775	0.13995
Planetesimal	2.57961	-2.15974	0.0225878
Planetesimal	-5.4167	5.42864	-0.0791892
Planetesimal	-1.23135	-1.57299	-0.0390778
Planetesimal	-1.00074	-2.49808	0.0247529
Planetesimal	0.4375	-2.29137	0.000108692
Planetesimal	-3.65806	-1.69784	-0.0481889
Planetesimal	-1.58518	0.16963	-0.0497521
Planetesimal	2.36942	-6.12926	-0.116744
Planetesimal	-4.00228	1.4059	-0.07746
Planetesimal	1.86167	-2.26681	0.0607565
Planetesimal	2.24805	1.12241	-0.0121541
Planetesimal	-3.89668	-8.71479	0.0719836
Planetesimal	-0.136244	0.864857	0.126922
Planetesimal	-3.05849	2.10155	-0.0176563
Planetesimal	2.0781	0.211734	-0.0467323
Planetesimal	-3.07393	1.53203	0.128845
Planetesimal	1.2654	2.5856	0.129195
Planetesimal	0.475752	2.62899	0.0297982
Planetesimal	-3.38807	0.296044	-0.138248
Planetesimal	-2.44727	-1.55204	-0.0784057
Planetesimal	-0.61958	2.47462	0.0468856
Planetesimal	-2.0458	0.822093	-0.0368942
Planetesimal	-5.19776	1.27119	-0.0297107
Planetesimal	0.980194	2.56818	0.00739741
Planetesimal	-0.0717098	-2.07171	-0.0245473
Planetesimal	1.32616	-1.13372	0.0413277
Planetesimal	-0.359127	2.52923	-0.0292807
Planetesimal	-0.109952	1.7986	-0.0392573
Planetesimal	-4.28432	0.439683	-0.0149267
Planetesimal	2.86141	-1.30268	-0.218443
Planetesimal	-5.07443	-3.2739	-0.0932812
Planetesimal	0.225059	-3.35796	-0.0411492
Planetesimal	-0.487403	2.19437	-0.0627755
Planetesimal	-0.338601	-2.65022	0.0847508
Planetesimal	-0.773324	1.60055	-0.157541
Planetesimal	0.511079	1.83041	0.444819
Planetesimal	-0.911168	-1.44782	-0.0860834
Planetesimal	0.249037	-1.9268	0.150133
Planetesimal	-0.466429	-2.25751	0.00886317
Planetesimal	-10.3861	1.91894	-0.139234
Planetesimal	1.06838	-11.0074	0.295267
Planetesimal	6.21661	-3.97039	-0.0435747
Planetesimal	-0.845284	2.14748	0.0350642
Planetesimal	-8.30119	6.46794	-0.0735695
Planetesimal	0.62265	-0.556813	-0.00643706
Planetesimal	-2.36426	1.91991	0.00473457
