Star0	2.96786e+19	4.63877e+19	2.89813e+19
Star1	5.66781e+19	6.8792e+19	4.61197e+19
Star2	1.55488e+19	4.66718e+19	1.60643e+19
Star3	1.63159e+19	5.9298e+19	7.11048e+19
Star4	4.7773e+19	5.43253e+19	5.99439e+19
Star5	6.35013e+19	1.94462e+19	3.34347e+19
Star6	6.33294e+19	3.60256e+19	7.46515e+19
Star7	6.69743e+19	2.1069e+19	6.52982e+19
Star8	4.16958e+19	4.31754e+19	3.42927e+19
Star9	2.29777e+19	7.45762e+19	1.7152e+19
Star10	4.59361e+19	3.60587e+19	4.60404e+19
Star11	2.05757e+19	1.97393e+19	3.88006e+19
Star12	6.77724e+19	4.96435e+19	1.64306e+19
Star13	6.25756e+19	2.34928e+19	5.97983e+19
Star14	5.593e+19	6.24964e+19	6.66969e+19
Star15	3.94547e+19	5.03938e+19	6.57844e+19
Star16	6.64195e+19	3.99907e+19	4.41904e+19
Star17	2.2762e+19	4.96648e+19	1.85096e+19
Star18	4.99432e+19	5.81631e+19	6.22814e+19
Star19	6.9563e+19	2.70115e+19	2.41176e+19
Star20	3.7085e+19	3.62618e+19	7.91534e+19
Star21	3.12297e+19	3.38159e+19	5.38662e+19
Star22	6.2702e+19	4.15856e+19	3.18754e+19
Star23	7.15475e+19	7.52461e+19	1.96878e+19
Star24	4.08307e+19	5.01078e+19	4.71182e+19
Star25	7.24042e+19	2.57933e+19	5.58822e+19
Star26	5.59934e+19	6.48245e+19	4.55511e+19
Star27	2.41341e+19	7.22558e+19	2.0666e+19
Star28	4.04865e+19	7.12055e+19	2.35017e+19
Star29	3.45932e+19	3.12313e+19	4.99384e+19
Star30	4.28829e+19	7.41234e+19	2.74575e+19
Star31	7.14087e+19	6.93679e+19	4.74116e+19
Star32	6.34557e+19	4.45972e+19	5.57377e+19
Star33	6.88132e+19	6.16618e+19	7.50084e+19
Star34	3.03565e+19	4.45434e+19	4.86585e+19
Star35	6.901e+19	6.08677e+19	6.0469e+19
Star36	5.78726e+19	2.16483e+19	5.00127e+19
Star37	2.37765e+19	4.04424e+19	6.06661e+19
Star38	6.20239e+19	7.87656e+19	1.90446e+19
Star39	7.16287e+19	4.12687e+19	4.8437e+19
Star40	4.16986e+19	6.38352e+19	2.73564e+19
Star41	2.29541e+19	5.58761e+19	1.83658e+19
Star42	3.69476e+19	5.0032e+19	4.63737e+19
Star43	6.99568e+19	6.90349e+19	1.8337e+19
Star44	5.2354e+19	3.01847e+19	3.91621e+19
Star45	7.1912e+19	2.91529e+19	3.2271e+19
Star46	7.04259e+19	3.18198e+19	1.9238e+19
Star47	7.43321e+19	6.71396e+19	3.82783e+19
Star48	2.56601e+19	2.47414e+19	2.92193e+19
Star49	2.21249e+19	5.58206e+19	6.67014e+19
Star50	6.84501e+19	5.21498e+19	5.65937e+19
Star51	3.45763e+19	2.4456e+19	4.87326e+19
Star52	5.17681e+19	5.7671e+19	2.51443e+19
Star53	6.65297e+19	5.15267e+19	3.55936e+19
Star54	4.80112e+19	5.21673e+19	4.33888e+19
Star55	4.06322e+19	4.33107e+19	4.03415e+19
Star56	2.15782e+19	2.96213e+19	5.85917e+19
Star57	6.29346e+19	7.47306e+19	7.62793e+19
Star58	4.51134e+19	5.41866e+19	5.30169e+19
